assembly_accession	taxid	species_taxid	organism_name
GCF_010731695.1	758802	758802	Mycolicibacterium litorale
GCF_004366555.1	758802	758802	Mycolicibacterium litorale
GCF_002216005.1	759412	759412	Natranaerobius trueperi
GCF_900167515.1	759851	759851	Sporosarcina newyorkensis
GCF_000220335.1	1027292	759851	Sporosarcina newyorkensis 2681
GCF_003958635.1	762261	762261	Altericroceibacterium xinjiangense
GCF_001742285.1	762845	762845	Enterococcus rivorum
GCF_017874895.1	762845	762845	Enterococcus rivorum
GCF_017874625.1	762947	762947	Cytobacillus eiseniae
GCF_002105195.1	764842	764842	Derxia lacustris
GCF_011947195.1	765197	765197	Planosporangium thailandense
GCF_003550025.1	765201	765201	Promicromonospora thailandica
GCF_002929905.1	766224	766224	Vibrio jasicida
GCF_002930045.1	766224	766224	Vibrio jasicida
GCF_002929935.1	766224	766224	Vibrio jasicida
GCF_002929925.1	766224	766224	Vibrio jasicida
GCF_903995475.1	766224	766224	Vibrio jasicida
GCF_001558095.1	766224	766224	Vibrio jasicida
GCF_001625175.1	766224	766224	Vibrio jasicida
GCF_002929945.1	766224	766224	Vibrio jasicida
GCF_002887615.1	1280002	766224	Vibrio jasicida 090810c
GCF_000400365.1	1229494	766224	Vibrio jasicida CAIM 1864 = LMG 25398
GCF_000400245.1	1280001	766224	Vibrio jasicida MWB 21
GCF_002929985.1	766224	766224	Vibrio jasicida
GCF_000400285.1	1280002	766224	Vibrio jasicida 090810c
GCF_002930005.1	766224	766224	Vibrio jasicida
GCF_013114355.1	766224	766224	Vibrio jasicida
GCF_002954525.1	766224	766224	Vibrio jasicida
GCF_000818715.1	766224	766224	Vibrio jasicida
GCF_002930015.1	766224	766224	Vibrio jasicida
GCF_000829615.1	766224	766224	Vibrio jasicida
GCF_900114435.1	767519	767519	Halomicrobium zhouii
GCF_016908375.1	767787	767787	Amphibacillus cookii
GCF_009827995.1	795812	795812	Parerythrobacter jejuensis
GCF_003194565.2	796379	796379	Kangiella spongicola
GCF_000242235.1	796942	796942	Stomatobaculum longum
GCF_900105005.1	797277	797277	Pseudomonas litoralis
GCF_900107985.1	797291	797291	Sphingobacterium lactis
GCF_011046555.1	797291	797291	Sphingobacterium lactis
GCF_004342685.1	797292	797292	Sphingobacterium alimentarium
GCF_900141955.1	797419	797419	Aequorivita viscosa
GCF_900106795.1	797419	797419	Aequorivita viscosa
GCF_014652395.1	797535	797535	Advenella faeciporci
GCF_014652135.1	849756	849756	Mongoliitalea lutea
GCF_003788635.1	856730	856731	Salinisphaera orenii MK-B5
GCF_900109185.1	856736	856736	Deinococcus reticulitermitis
GCF_001294205.1	857265	857265	Amantichitinum ursilacus
GCF_003025495.1	858640	858640	Photobacterium jeanii
GCF_001650345.1	858640	858640	Photobacterium jeanii
GCF_000315795.1	1238182	859058	Caenispirillum salinarum AK4
GCF_002276165.1	859143	859143	Cytobacillus kochii
GCF_900166665.1	859144	859144	Cytobacillus gottheilii
GCF_018582665.1	859144	859144	Cytobacillus gottheilii
GCF_001636345.1	859144	859144	Cytobacillus gottheilii
GCF_003208675.1	860221	860221	Georgenia satyanarayanai
GCF_003208675.1	860221	860221	Georgenia satyanarayanai
GCF_900116375.1	860221	860221	Georgenia satyanarayanai
GCF_900116375.1	860221	860221	Georgenia satyanarayanai
GCF_009193135.1	860221	860221	Georgenia satyanarayanai
GCF_009193135.1	860221	860221	Georgenia satyanarayanai
GCF_008124865.1	860790	860790	Fodinibius salinus
GCF_001046895.1	861266	861266	Pseudarthrobacter siccitolerans
GCF_900100015.1	861298	861298	Vibrio xiamenensis
GCF_904846515.1	861445	861445	Psychrobacter sanguinis
GCF_904846485.1	861445	861445	Psychrobacter sanguinis
GCF_904846495.1	861445	861445	Psychrobacter sanguinis
GCF_904846505.1	861445	861445	Psychrobacter sanguinis
GCF_009725675.1	861445	861445	Psychrobacter sanguinis
GCF_013340925.1	861533	861533	Azospirillum formosense
GCF_009755815.1	861534	861534	Sphingomonas formosensis
GCF_900188165.1	861865	861865	Sphingomonas laterariae
GCF_015732205.1	862415	862415	Pectinatus brassicae
GCF_014201835.1	862415	862415	Pectinatus brassicae
GCF_002934455.1	863227	863227	Trinickia symbiotica
GCF_000373005.1	863227	863227	Trinickia symbiotica
GCF_003028655.1	863227	863227	Trinickia symbiotica
GCF_002879935.1	863227	863227	Trinickia symbiotica
GCF_900108185.1	863522	863522	Bryocella elongata
GCF_001906585.1	864058	864058	Streptomyces kebangsaanensis
GCF_003992615.1	864064	864064	Muricauda beolgyonensis
GCF_000262405.1	864069	864069	Microvirga lotononidis
GCF_000709345.1	866564	866564	Polaromonas glacialis
GCF_014199415.1	869719	869719	Sphingomonas endophytica
GCF_001476895.1	869719	869719	Sphingomonas endophytica
GCF_014207105.1	869719	869719	Sphingomonas endophytica
GCF_016918545.1	869814	869814	Desulfobulbus alkaliphilus
GCF_013415905.1	869886	869886	Halosimplex pelagicum
GCF_013415885.1	869889	869889	Halosimplex rubrum
GCF_013204825.1	869962	869962	Pedobacter boryungensis
GCF_001950255.1	870242	870242	Carboxydothermus pertinax
GCF_014196495.1	870476	870476	Sphingobium jiangsuense
GCF_900129685.1	870908	870908	Cognatishimia maritima
GCF_000698575.1	871203	871203	Caballeronia zhejiangensis
GCF_000773055.1	871203	871203	Caballeronia zhejiangensis
GCF_902833575.1	871203	871203	Caballeronia zhejiangensis
GCF_003463365.1	871324	871324	Bacteroides stercorirosoris
GCF_900142015.1	871324	871324	Bacteroides stercorirosoris
GCF_902385355.1	871324	871324	Bacteroides stercorirosoris
GCF_000614145.1	1236513	871325	Bacteroides faecichinchillae JCM 17102
GCF_900129065.1	871325	871325	Bacteroides faecichinchillae
GCF_004801645.1	871325	871325	Bacteroides faecichinchillae
GCF_900108035.1	871327	871327	Parabacteroides chinchillae
GCF_014385405.1	871664	871664	Blautia stercoris
GCF_013302345.1	871665	871665	Blautia faecis
GCF_014385375.1	871665	871665	Blautia faecis
GCF_013302415.1	871665	871665	Blautia faecis
GCF_013300155.1	871665	871665	Blautia faecis
GCF_013304475.1	871665	871665	Blautia faecis
GCF_013302375.1	871665	871665	Blautia faecis
GCF_018785625.1	871665	871665	Blautia faecis
GCF_016908695.1	871665	871665	Blautia faecis
GCF_900116065.1	871741	871741	Brevundimonas viscosa
GCF_007830495.1	871742	871742	Massilia flava
GCF_009789595.1	871742	871742	Massilia flava
GCF_000297025.1	1423790	872327	Lactobacillus pasteurii DSM 23907 = CRBIP 24.76
GCF_001433915.1	1423790	872327	Lactobacillus pasteurii DSM 23907 = CRBIP 24.76
GCF_004354755.1	872327	872327	Lactobacillus pasteurii
GCF_001306175.1	872965	872965	Ardenticatena maritima
GCF_001293545.1	872965	872965	Ardenticatena maritima
GCF_900110345.1	872970	872970	Amphibacillus marinus
GCF_006491995.1	872983	872983	Mycoplasma neophronis
GCF_001021555.1	874156	874156	Aurantiacibacter marinus
GCF_001013305.1	874156	874156	Aurantiacibacter marinus
GCF_016735115.1	874423	874423	Aquimarina mytili
GCF_001550155.1	874454	874454	Pseudoalteromonas arabiensis
GCF_015209785.1	874454	874454	Pseudoalteromonas arabiensis
GCF_014652215.1	875041	875041	Gemmobacter tilapiae
GCF_003047105.1	875171	875171	Celeribacter baekdonensis
GCF_000299875.1	1208323	875171	Celeribacter baekdonensis B30
GCF_900102315.1	875171	875171	Celeribacter baekdonensis
GCF_004354915.1	877384	877384	Pseudohoeflea suaedae
GCF_000191585.1	877455	877455	Methanobacterium lacus
GCF_000935065.1	877500	877500	Arcobacter anaerophilus
GCF_004116345.1	877500	877500	Arcobacter anaerophilus
GCF_006459125.1	877500	877500	Arcobacter anaerophilus
GCF_013409575.1	879969	879969	Macellibacteroides fermentans
GCF_001037465.1	880157	880157	Xenorhabdus khoisanae
GCF_013409865.1	881268	881268	Herbiconiux flava
GCF_000331535.1	1237149	881893	Fulvivirga imtechensis AK7
GCF_000327485.1	593750	882104	Methanoregula formicica SMSP
GCF_005889745.1	882440	882440	Actinomadura geliboluensis
GCF_016861995.1	882441	882441	Actinoplanes abujensis
GCF_014204895.1	882441	882441	Actinoplanes abujensis
GCF_017875555.1	882444	882444	Amycolatopsis magusensis
GCF_017875645.1	882446	882446	Nocardia goodfellowii
GCF_014204795.1	882448	882448	Nonomuraea jabiensis
GCF_003217475.1	882452	882452	Williamsia limnetica
GCF_007992835.1	882824	882824	Knoellia locipacati
GCF_003574035.1	884155	884155	Meiothermus hypogaeus
GCF_007990975.1	1227553	884155	Meiothermus hypogaeus NBRC 106114
GCF_003615245.1	885475	885475	Salipaludibacillus neizhouensis
GCF_002886185.1	885475	885475	Salipaludibacillus neizhouensis
GCF_014196735.1	887144	887144	Rhizobium taibaishanense
GCF_001938985.1	887144	887144	Rhizobium taibaishanense
GCF_007829885.1	887462	887462	Streptomyces brevispora
GCF_017353455.1	887464	887464	Streptomyces laculatispora
GCF_000829435.1	889306	889306	Jeotgalibacillus soli
GCF_002201795.1	889453	889453	Alkalitalea saponilacus
GCF_900168165.1	889453	889453	Alkalitalea saponilacus
GCF_900100385.1	890420	890420	Halovenus aranensis
GCF_002894665.1	890425	890425	Salinivenus iranica
GCF_001886145.1	903983	903983	Enterococcus quebecensis
GCF_001730365.1	903983	903983	Enterococcus quebecensis
GCF_001730285.1	903984	903984	Enterococcus ureasiticus
GCF_017316065.1	903984	903984	Enterococcus ureasiticus
GCF_002741995.1	904291	904291	Microbacterium sediminis
GCF_004564075.1	904291	904291	Microbacterium sediminis
GCF_001689915.1	904291	904291	Microbacterium sediminis
GCF_014645795.1	907463	907463	Longimycelium tulufanense
GCF_900107595.1	908615	908615	Psychroflexus halocasei
GCF_001440545.1	908809	908809	Caloramator mitchellensis
GCF_013410595.1	908846	908846	Pseudoclavibacter caeni
GCF_008831125.1	908846	908846	Pseudoclavibacter caeni
GCF_900220975.1	908946	908946	Rhizobium subbaraonis
GCF_900112355.1	910347	910347	Streptomyces aidingensis
GCF_900182565.1	910412	910412	Melghirimyces algeriensis
GCF_008933115.1	911197	911197	Phaeocystidibacter luteus
GCF_003688555.1	911205	911205	Eilatimonas milleporae
GCF_014199525.1	912552	912552	Conexibacter arvalis
GCF_014190915.1	912594	912594	Mycolicibacterium iranicum
GCF_002101705.1	912594	912594	Mycolicibacterium iranicum
GCF_000455165.1	1370125	912594	Mycolicibacterium iranicum UM_TJL
GCF_001650495.1	912594	912594	Mycolicibacterium iranicum
GCF_006148925.1	912802	912802	Algibacter aestuarii
GCF_900115115.1	913024	913024	Flavobacterium ummariense
GCF_009711185.1	913252	913252	Paracoccus limosus
GCF_000576635.1	1385369	913326	Skermanella stibiiresistens SB22
GCF_014636255.1	913969	913969	Knoellia flava
GCF_000768675.1	1385518	913969	Knoellia flava TL1
GCF_000981765.1	914150	914150	Kangiella geojedonensis
GCF_000807855.2	915059	915059	Flammeovirga pacifica
GCF_016862555.1	926357	926357	Asanoa siamensis
GCF_000737325.1	927083	927083	Sandaracinus amylolyticus
GCF_002009015.1	927787	927787	Microbulbifer mangrovi
GCF_900112515.1	928856	928856	Epibacterium multivorans
GCF_001458415.1	928856	928856	Epibacterium multivorans
GCF_003337485.1	930114	930114	Saliterribacillus persicus
GCF_900129485.1	930117	930117	Ornithinibacillus halophilus
GCF_019013445.1	930124	930124	Metabacillus halosaccharovorans
GCF_002019635.1	930124	930124	Metabacillus halosaccharovorans
GCF_900113025.1	930128	930128	Alteribacillus iranensis
GCF_900099745.1	930129	930129	Alteribacillus bidgolensis
GCF_002886255.1	930129	930129	Alteribacillus bidgolensis
GCF_900109925.1	930146	930146	Mesobacillus persicus
GCF_900104555.1	930152	930152	Litchfieldia salsus
GCF_002943755.1	930804	930804	Aureitalea marina
GCF_014652255.1	930805	930805	Halioglobus japonicus
GCF_002869505.1	930805	930805	Halioglobus japonicus
GCF_902705825.1	930805	930805	Halioglobus japonicus
GCF_001983995.1	930805	930805	Halioglobus japonicus
GCF_014652275.1	930806	930806	Halioglobus pacificus
GCF_001953075.1	930806	930806	Halioglobus pacificus
GCF_902386015.1	931533	931533	Lacticaseibacillus saniviri
GCF_001311785.1	1293598	931533	Lactobacillus saniviri JCM 17471 = DSM 24301
GCF_001437465.1	1293598	931533	Lactobacillus saniviri JCM 17471 = DSM 24301
GCF_902386285.1	931534	931534	Lentilactobacillus senioris
GCF_001436555.1	1423802	931534	Lactobacillus senioris DSM 24302 = JCM 17472
GCF_013409305.1	931535	931535	Cellulomonas soli
GCF_007992535.1	931535	931535	Cellulomonas soli
GCF_016862735.1	931536	931536	Cellulomonas oligotrophica
GCF_006386485.1	931536	931536	Cellulomonas oligotrophica
GCF_013409875.1	931536	931536	Cellulomonas oligotrophica
GCF_001613445.1	1223546	931537	Nocardia grenadensis NBRC 108939
GCF_014646875.1	931585	931585	Halobellus salinus
GCF_009696605.1	932217	932217	Anaerosalibacter bizertensis
GCF_018917195.1	932217	932217	Anaerosalibacter bizertensis
GCF_003752585.1	933926	933926	Sinobacterium caligoides
GCF_001751365.1	933944	933944	Streptomyces abyssalis
GCF_001751345.1	933944	933944	Streptomyces abyssalis
GCF_003633725.1	933949	933949	Brockia lithotrophica
GCF_900112975.1	935223	935223	Flavobacterium xueshanense
GCF_900108015.1	935224	935224	Flavobacterium urumqiense
GCF_001656035.1	935293	935293	Yersinia entomophaga
GCF_002192845.1	935293	935293	Yersinia entomophaga
GCF_000568425.1	1328323	935699	Cellulophaga geojensis KL-A
GCF_900188045.1	935700	935700	Jannaschia aquimarina
GCF_000877395.1	935700	935700	Jannaschia aquimarina
GCF_004339575.1	936138	936138	Phorcysia thermohydrogeniphila
GCF_017876695.1	936337	936337	Microbacterium amylolyticum
GCF_011046975.1	936337	936337	Microbacterium amylolyticum
GCF_016863175.1	936338	936338	Planobispora siamensis
GCF_000177635.2	653733	936456	Desulfurispirillum indicum S5
GCF_900112685.1	936889	936889	Roseivivax sediminis
GCF_006007945.1	938155	938155	Companilactobacillus futsaii
GCF_015566135.1	938155	938155	Companilactobacillus futsaii
GCF_015654125.1	938155	938155	Companilactobacillus futsaii
GCF_001435505.1	1423818	938155	Lactobacillus futsaii JCM 17355
GCF_900104205.1	938405	938405	Belnapia rosea
GCF_900101615.1	938405	938405	Belnapia rosea
GCF_013410065.1	940613	940613	Granulicella arctica
GCF_000178955.2	682795	940614	Granulicella mallensis MP5ACTX8
GCF_014203225.1	940614	940614	Granulicella mallensis
GCF_000178975.2	1198114	940615	Granulicella tundricola MP5ACTX9
GCF_900177405.1	941907	941907	Allosphingosinicella indica
GCF_001438845.1	942150	942150	Lactiplantibacillus xiangfangensis
GCF_000613305.1	1234672	943261	Komagataeibacter kakiaceti JCM 25156
GCF_014199155.1	943261	943261	Komagataeibacter kakiaceti
GCF_001436115.1	1423727	943673	Lactobacillus brantae DSM 23927
GCF_001751375.1	943816	943816	Streptomyces qinglanensis
GCF_003265665.1	943816	943816	Streptomyces qinglanensis
GCF_900111245.1	943816	943816	Streptomyces qinglanensis
GCF_000826655.1	943936	943936	Psychroserpens damuponensis
GCF_014196795.1	943940	943940	Sagittula marina
GCF_007992195.1	944322	944322	Methylobacterium oxalidis
GCF_014196635.1	944425	944425	Sphingobium fontiphilum
GCF_000744435.1	944479	944479	Hippea jasoniae
GCF_003385175.1	944491	944491	Amycolatopsis ruanii
GCF_003385215.1	944492	944492	Amycolatopsis thermalba
GCF_003385295.1	944492	944492	Amycolatopsis thermalba
GCF_001434705.1	1291734	944671	Lactobacillus nasuensis JCM 17158
GCF_001311255.1	1291734	944671	Lactobacillus nasuensis JCM 17158
GCF_000192435.1	644548	945692	Gordonia neofelifaecis NRRL B-59395
GCF_003143515.1	945844	945844	Massilia oculi
GCF_017582745.1	945844	945844	Massilia oculi
GCF_900089585.1	946078	946078	Micromonospora sediminicola
GCF_003987015.1	946228	946228	Aliidiomarina taiwanensis
GCF_900163715.1	946573	946573	Brevibacterium yomogidense
GCF_016107685.1	946573	946573	Brevibacterium yomogidense
GCF_900142685.1	946677	946677	Flavobacterium chilense
GCF_001602525.1	946677	946677	Flavobacterium chilense
GCF_003148525.1	946678	946678	Flavobacterium araucananum
GCF_002222055.1	946678	946678	Flavobacterium araucananum
GCF_900129725.1	947013	947013	Chryseolinea serpens
GCF_001468005.1	947033	947033	Legionella steelei
GCF_000747155.1	1384056	948077	Arenimonas metalli CF5-1
GCF_000473465.1	754502	948107	Paraburkholderia sprentiae WSM5005
GCF_001865575.1	754502	948107	Paraburkholderia sprentiae WSM5005
GCF_000725425.1	1343739	971279	Palaeococcus pacificus DY20341
GCF_003862485.1	979627	979627	Lachnoanaerobaculum orale
GCF_008831155.1	979746	979746	Gulosibacter chungangensis
GCF_014875785.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875785.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875875.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875875.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_011067105.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_011067105.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875745.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875745.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875755.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875755.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875975.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875975.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875905.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875905.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875845.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875845.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_000348665.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_000348665.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875735.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875735.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014645595.1	980427	980427	Deinococcus wulumuqiensis
GCF_014645595.1	980427	980427	Deinococcus wulumuqiensis
GCF_014875855.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875855.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875835.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875835.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014645575.1	980427	980427	Deinococcus wulumuqiensis
GCF_014645575.1	980427	980427	Deinococcus wulumuqiensis
GCF_003345215.1	980427	980427	Deinococcus wulumuqiensis
GCF_003345215.1	980427	980427	Deinococcus wulumuqiensis
GCF_014875965.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875965.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_000478785.1	1403343	980427	Deinococcus wulumuqiensis R13
GCF_000478785.1	1403343	980427	Deinococcus wulumuqiensis R13
GCF_014875815.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014875815.1	1288484	980427	Deinococcus wulumuqiensis R12
GCF_014635325.1	980631	980631	Azorhizobium oxalatiphilum
GCF_003664205.1	981384	981384	Ruegeria conchae
GCF_000192475.1	981384	981384	Ruegeria conchae
GCF_014196515.1	984260	984260	Rhizobium skierniewicense
GCF_013320815.1	984260	984260	Rhizobium skierniewicense
GCF_007830035.1	985012	985012	Luteimonas cucumeris
GCF_900607235.1	985016	985016	Olivibacter jilunii
GCF_002814075.1	985043	985043	Polaribacter sejongensis
GCF_000743705.1	985054	985054	Ruegeria halocynthiae
GCF_900106805.1	985054	985054	Ruegeria halocynthiae
GCF_007004645.1	985055	985055	Aliiroseovarius halocynthiae
GCF_003040875.1	985762	985762	Staphylococcus agnetis
GCF_002994125.1	985762	985762	Staphylococcus agnetis
GCF_003040935.1	985762	985762	Staphylococcus agnetis
GCF_012029435.1	985762	985762	Staphylococcus agnetis
GCF_003040835.1	985762	985762	Staphylococcus agnetis
GCF_002901865.1	985762	985762	Staphylococcus agnetis
GCF_003040855.1	985762	985762	Staphylococcus agnetis
GCF_003040955.1	985762	985762	Staphylococcus agnetis
GCF_003040915.1	985762	985762	Staphylococcus agnetis
GCF_900457735.1	985762	985762	Staphylococcus agnetis
GCF_002145465.1	985762	985762	Staphylococcus agnetis
GCF_002994085.1	985762	985762	Staphylococcus agnetis
GCF_002994105.1	985762	985762	Staphylococcus agnetis
GCF_007097565.1	985762	985762	Staphylococcus agnetis
GCF_002114365.1	985762	985762	Staphylococcus agnetis
GCF_003040995.1	985762	985762	Staphylococcus agnetis
GCF_002994165.1	985762	985762	Staphylococcus agnetis
GCF_013328145.1	985762	985762	Staphylococcus agnetis
GCF_001442815.2	985762	985762	Staphylococcus agnetis
GCF_012029355.1	985762	985762	Staphylococcus agnetis
GCF_003040805.1	985762	985762	Staphylococcus agnetis
GCF_003040965.1	985762	985762	Staphylococcus agnetis
GCF_012029305.1	985762	985762	Staphylococcus agnetis
GCF_003040895.1	985762	985762	Staphylococcus agnetis
GCF_002994145.1	985762	985762	Staphylococcus agnetis
GCF_007814015.1	985762	985762	Staphylococcus agnetis
GCF_012029265.1	985762	985762	Staphylococcus agnetis
GCF_012029465.1	985762	985762	Staphylococcus agnetis
GCF_012029345.1	985762	985762	Staphylococcus agnetis
GCF_003041215.1	985762	985762	Staphylococcus agnetis
GCF_000737185.1	985762	985762	Staphylococcus agnetis
GCF_012029365.1	985762	985762	Staphylococcus agnetis
GCF_002114335.1	985762	985762	Staphylococcus agnetis
GCF_003041015.1	985762	985762	Staphylococcus agnetis
GCF_012029335.1	985762	985762	Staphylococcus agnetis
GCF_011466855.1	985762	985762	Staphylococcus agnetis
GCF_012029415.1	985762	985762	Staphylococcus agnetis
GCF_003041195.1	985762	985762	Staphylococcus agnetis
GCF_902825405.1	986711	986711	Micromonospora maritima
GCF_014904815.1	986746	986746	Microbulbifer taiwanensis
GCF_007474605.1	987056	987056	Rhodoligotrophos appendicifer
GCF_900111105.1	988801	988801	Rosenbergiella nectarea
GCF_018494105.1	988801	988801	Rosenbergiella nectarea
GCF_016862715.1	988821	988821	Cellulomonas marina
GCF_900111925.1	988821	988821	Cellulomonas marina
GCF_001623255.1	989403	989403	Pseudovibrio axinellae
GCF_900110875.1	989403	989403	Pseudovibrio axinellae
GCF_007830635.1	990078	990078	Bradyrhizobium huanghuaihaiense
GCF_900103545.1	990371	990371	Daejeonella rubra
GCF_003253705.1	990373	990373	Humitalea rosea
GCF_003001835.1	990712	990712	Meinhardsimonia xiamenensis
GCF_900102905.1	990712	990712	Meinhardsimonia xiamenensis
GCF_014635285.1	992267	992267	Stappia taiwanensis
GCF_013868145.1	992267	992267	Stappia taiwanensis
GCF_004343505.1	992286	992286	Rhodovulum bhavnagarense
GCF_004364645.1	993414	993414	Naumannella halotolerans
GCF_014205175.1	993416	993416	Micrococcus cohnii
GCF_007830205.1	993502	993502	Bradyrhizobium daqingense
GCF_004798955.1	993689	993689	Metallibacterium scheffleri
GCF_002077135.1	993689	993689	Metallibacterium scheffleri
GCF_001438805.1	993692	993692	Companilactobacillus kimchiensis
GCF_009827295.1	994320	994320	Qipengyuania pelagi
GCF_900115155.1	995034	995034	Mycetocola miduiensis
GCF_007992355.1	995038	995038	Cryobacterium levicorallinum
GCF_004402405.1	995038	995038	Cryobacterium levicorallinum
GCF_900113585.1	995038	995038	Cryobacterium levicorallinum
GCF_011927665.1	995050	995050	Desulfobaculum xiamenense
GCF_900101095.1	995066	995066	Actinopolyspora mzabensis
GCF_900129345.1	996115	996115	Ruegeria intermedia
GCF_900103505.1	996166	996166	Haloarchaeobius iranensis
GCF_900129875.1	996342	996342	Marivita hallyeonensis
GCF_007828865.1	996641	996641	Kribbella amoyensis
GCF_000158915.1	457427	998084	Streptomyces himastatinicus ATCC 53653
GCF_000349205.1	1286106	999151	Methylophaga lonarensis MPL
GCF_000473225.1	571166	999627	Sedimentitalea nanhaiensis DSM 24252
GCF_900116455.1	999627	999627	Sedimentitalea nanhaiensis
GCF_900218015.1	999699	999699	Rhodopseudomonas pentothenatexigens
GCF_003385925.1	999699	999699	Rhodopseudomonas pentothenatexigens
GCF_003387125.1	999700	999700	Rhodopseudomonas thermotolerans
GCF_001652585.1	999894	999894	Thermosulfurimonas dismutans
GCF_006716095.1	999931	999931	Barrientosiimonas humi
GCF_910573815.1	999931	999931	Barrientosiimonas humi
GCF_000764165.1	1001240	1001240	Cryobacterium roopkundense
GCF_014200405.1	1001240	1001240	Cryobacterium roopkundense
GCF_900115905.1	1002526	1002526	Pseudomonas formosensis
GCF_015732155.1	1002795	1002795	Pectinatus sottacetonis
GCF_014647195.1	1004261	1004261	Oceanobacillus indicireducens
GCF_900099905.1	1004279	1004279	Mesorhizobium muleiense
GCF_003254115.1	1004304	1004304	Hydrotalea sandarakina
GCF_004366815.1	1005740	1005740	Aminivibrio pyruvatiphilus
GCF_003584105.1	1005926	1005926	Muricauda taeanensis
GCF_900115165.1	1005928	1005928	Roseovarius lutimaris
GCF_900103935.1	1005944	1005944	Nocardioides szechwanensis
GCF_007992395.1	1005944	1005944	Nocardioides szechwanensis
GCF_900113685.1	1005945	1005945	Nocardioides psychrotolerans
GCF_007992415.1	1005945	1005945	Nocardioides psychrotolerans
GCF_014223865.1	1006155	1006155	Listeria weihenstephanensis
GCF_000525955.1	1265845	1006155	Listeria weihenstephanensis FSL R9-0317
GCF_003534205.1	1006155	1006155	Listeria weihenstephanensis
GCF_000953715.1	1006576	1006576	Defluviitoga tunisiensis
GCF_014647175.1	1007098	1007098	Deinococcus daejeonensis
GCF_008710165.1	1007511	1007511	Sphingobium limneticum
GCF_008710205.1	1007511	1007511	Sphingobium limneticum
GCF_008710155.1	1007511	1007511	Sphingobium limneticum
GCF_016908355.1	1008308	1008308	Fusibacter tunisiensis
GCF_007992215.1	1010610	1010610	Methylobacterium gnaphalii
GCF_014174215.1	1017177	1017177	Gluconacetobacter tumulicola
GCF_014174375.1	1017181	1017181	Gluconacetobacter asukensis
GCF_900143085.1	1027249	1027249	Gracilibacillus kekensis
GCF_001583435.1	570277	1027273	Endozoicomonas montiporae CL-33
GCF_000722565.1	1027273	1027273	Endozoicomonas montiporae
GCF_006716305.1	1027633	1027633	Enteractinococcus coprophilus
GCF_009827545.1	1028742	1028742	Pontixanthobacter gangjinensis
GCF_002909255.1	1028743	1028743	Arenibacter hampyeongensis
GCF_014596935.1	1028745	1028745	Aestuariibaculum suncheonense
GCF_009735585.1	1028746	1028746	Gramella aestuarii
GCF_014647215.1	1028752	1028752	Shewanella aestuarii
GCF_011765625.1	1028752	1028752	Shewanella aestuarii
GCF_009758125.1	1031224	1031224	Chitinophaga oryziterrae
GCF_003335525.1	1031537	1031537	Blastopirellula cremea
GCF_003335505.1	1031537	1031537	Blastopirellula cremea
GCF_003335485.1	1031537	1031537	Blastopirellula cremea
GCF_008630635.1	1031538	1031538	Neptunomonas concharum
GCF_006148955.1	1031538	1031538	Neptunomonas concharum
GCF_900188335.1	1031541	1031541	Tropicimonas sediminicola
GCF_008801985.1	1031542	1031542	Campylobacter volucris
GCF_015594715.1	1031542	1031542	Campylobacter volucris
GCF_008245045.1	1031542	1031542	Campylobacter volucris
GCF_015594855.1	1031542	1031542	Campylobacter volucris
GCF_015594825.1	1031542	1031542	Campylobacter volucris
GCF_004345045.1	1031542	1031542	Campylobacter volucris
GCF_008011665.1	1031542	1031542	Campylobacter volucris
GCF_015594705.1	1031542	1031542	Campylobacter volucris
GCF_000816345.1	580033	1031542	Campylobacter volucris LMG 24379
GCF_015594835.1	1031542	1031542	Campylobacter volucris
GCF_004357945.1	1031542	1031542	Campylobacter volucris
GCF_015594745.1	1031542	1031542	Campylobacter volucris
GCF_015594735.1	1031542	1031542	Campylobacter volucris
